Report of testing
======================General information===================
Total number of different cases: 1016
proportional: 1016
unproportional: 0
zeroDerivations: 0
correct answers number: 1016
incorrect answers number: 0
Average K: 2.0
Max K: 2
Average time per process: 382.3039162158966
average time per test: 4.497693131951725
======================Special cases=========================
=======================Incorrect answers=========================
=======================Zero derivations=========================
=======================Unproportional derivations=========================
=====================Proportional derivations==================
904):  (1, 10, 12, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(5*x**13 + 2*x**12 + 2*x**11 + 2*x**10 + 7*x**9 + 4*x**8 + 2*x**7 + 5*x**6 + 7*x**5 + 6*x**4 + x**3 + 6*x**2 + 7*x + 2)] |-----|
905):  (9, 15, 12, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(8*x**13 + 4*x**12 + 4*x**11 + 8*x**10 + 8*x**9 + 3*x**8 + 3*x**7 + 2*x**6 + 2*x**5 + x**4 + 2*x**3 + 6*x**2 + 3*x + 7)] |-----|
906):  (5, 14, 4, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(2*x**5 + 7*x**4 + 2*x**3 + 2*x**2 + 8*x + 2)] |-----|
907):  (13, 9, 8, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(2*x**9 + 3*x**8 + 6*x**7 + 7*x**6 + 7*x**5 + 3*x**4 + 4*x**3 + 4*x**2 + 6*x + 7)] |-----|
908):  (2, 10, 15, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(6*x**16 + 3*x**15 + 5*x**14 + 4*x**13 + 3*x**12 + 6*x**11 + x**10 + 7*x**9 + 9*x**8 + 5*x**7 + 7*x**6 + x**5 + 6*x**4 + 5*x**3 + 4*x**2 + 2*x + 8)] |-----|
909):  (4, 11, 4, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(8*x**5 + 2*x**4 + 3*x**3 + 5*x**2 + 4*x + 7)] |-----|
910):  (5, 6, 1, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(9*x**2 + 3*x + 7)] |-----|
911):  (12, 1, 12, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(9*x**13 + 2*x**12 + 5*x**11 + 8*x**10 + 3*x**9 + 9*x**8 + 3*x**7 + 6*x**6 + 7*x**5 + 7*x**4 + 3*x**3 + 2*x**2 + 6*x + 6)] |-----|
912):  (2, 14, 3, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(4*x**4 + 7*x**3 + 4*x**2 + x + 6)] |-----|
913):  (15, 2, 7, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(3*x**8 + 3*x**7 + 7*x**6 + 4*x**5 + 3*x**4 + 6*x**3 + 5*x**2 + 6*x + 9)] |-----|
914):  (11, 11, 6, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(5*x**7 + 5*x**6 + 7*x**5 + x**4 + 3*x**3 + 7*x**2 + 3*x + 8)] |-----|
915):  (14, 12, 5, 1, 0, 9):  GIVEN_DERIVATION : [0, 9*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(8*x**6 + 8*x**5 + 9*x**4 + 8*x**3 + 7*x**2 + 4*x + 5)] |-----|
916):  (8, 14, 8, 1, 0, -1):  GIVEN_DERIVATION : [0, -x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(6*x**9 + 3*x**8 + 4*x**7 + 6*x**6 + x**5 + 2*x**4 + 7*x**3 + 3*x**2 + 8*x + 7)] |-----|
917):  (3, 7, 11, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(x**12 + x**11 + 9*x**10 + 4*x**9 + 8*x**8 + x**7 + 5*x**6 + 6*x**5 + 7*x**4 + 8*x**3 + 3*x**2 + 4*x + 6)] |-----|
918):  (1, 11, 7, 1, 0, 2):  GIVEN_DERIVATION : [0, 2*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(2*x**8 + 8*x**7 + x**6 + 8*x**5 + 9*x**4 + 4*x**3 + 8*x**2 + 6*x + 7)] |-----|
919):  (8, 10, 9, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(x**10 + 3*x**9 + 8*x**8 + 3*x**7 + x**6 + 9*x**5 + 2*x**4 + 9*x**3 + 5*x**2 + 9*x + 6)] |-----|
920):  (7, 6, 15, 1, 0, 3):  GIVEN_DERIVATION : [0, 3*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(2*x**16 + 7*x**15 + 3*x**14 + 2*x**13 + 2*x**12 + 8*x**11 + 9*x**10 + 6*x**9 + 8*x**8 + 4*x**7 + 3*x**6 + 5*x**5 + 9*x**4 + x**3 + 9*x**2 + 3*x + 4)] |-----|
921):  (6, 14, 7, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(7*x**8 + 6*x**7 + 4*x**6 + 4*x**5 + 5*x**4 + 9*x**3 + 6*x**2 + x + 4)] |-----|
922):  (1, 5, 8, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(7*x**9 + 8*x**8 + 9*x**7 + x**6 + 7*x**5 + 7*x**4 + 5*x**3 + 7*x**2 + 7*x + 3)] |-----|
923):  (14, 5, 10, 1, 0, 11):  GIVEN_DERIVATION : [0, 11*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(8*x**11 + 2*x**10 + 8*x**9 + 9*x**8 + 7*x**7 + 3*x**6 + 7*x**5 + 4*x**4 + 5*x**3 + 3*x**2 + 6*x + 5)] |-----|
924):  (15, 7, 14, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(6*x**15 + 8*x**14 + 7*x**13 + x**12 + 8*x**11 + 7*x**10 + 5*x**9 + 9*x**8 + 9*x**7 + 5*x**6 + 8*x**5 + 9*x**4 + 5*x**3 + x**2 + 6*x + 6)] |-----|
925):  (9, 2, 11, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(6*x**12 + 2*x**11 + 7*x**10 + 9*x**9 + x**8 + 8*x**7 + x**6 + 4*x**5 + 3*x**4 + 3*x**3 + 2*x**2 + 9*x + 6)] |-----|
926):  (9, 6, 11, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(8*x**12 + 4*x**11 + 6*x**10 + 7*x**9 + 5*x**8 + 9*x**7 + 5*x**6 + 3*x**5 + 8*x**4 + x**3 + 6*x**2 + 9*x + 8)] |-----|
927):  (2, 1, 3, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(5*x**4 + 7*x**3 + 2*x**2 + 7*x + 6)] |-----|
928):  (14, 5, 9, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(9*x**10 + 9*x**9 + 7*x**8 + 8*x**7 + 3*x**6 + 9*x**5 + 3*x**4 + 7*x**3 + 2*x**2 + 3*x + 7)] |-----|
929):  (5, 15, 6, 1, 0, -4):  GIVEN_DERIVATION : [0, -4*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(x**7 + 2*x**6 + 2*x**5 + 4*x**4 + 9*x**3 + 4*x**2 + x + 5)] |-----|
930):  (11, 2, 9, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(x**10 + 7*x**9 + 3*x**8 + 4*x**7 + 5*x**6 + 6*x**5 + 8*x**4 + 2*x**3 + 3*x**2 + 9*x + 6)] |-----|
931):  (11, 13, 12, 1, 0, 1):  GIVEN_DERIVATION : [0, x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(9*x**13 + 3*x**12 + 8*x**11 + 5*x**10 + 2*x**9 + 9*x**8 + 2*x**7 + 8*x**6 + x**5 + 3*x**4 + x**3 + 2*x**2 + 3*x + 8)] |-----|
932):  (14, 1, 14, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(x**15 + 4*x**14 + 9*x**13 + 3*x**12 + 6*x**11 + 7*x**10 + 2*x**9 + 6*x**8 + 9*x**7 + 2*x**6 + 7*x**5 + 7*x**4 + 2*x**3 + 3*x**2 + 3*x + 8)] |-----|
933):  (6, 8, 15, 1, 0, 8):  GIVEN_DERIVATION : [0, 8*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(2*x**16 + 7*x**15 + 8*x**14 + 3*x**13 + 3*x**12 + 2*x**11 + 3*x**10 + 3*x**9 + 9*x**8 + 4*x**7 + 8*x**6 + 6*x**5 + 9*x**4 + 7*x**3 + 5*x**2 + 5*x + 3)] |-----|
934):  (6, 4, 12, 1, 0, 3):  GIVEN_DERIVATION : [0, 3*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(3*x**13 + 8*x**12 + 9*x**11 + 9*x**10 + x**9 + 2*x**8 + 5*x**7 + 2*x**6 + 8*x**5 + 7*x**4 + 2*x**3 + 3*x**2 + 8*x + 6)] |-----|
935):  (13, 1, 4, 1, 0, 1):  GIVEN_DERIVATION : [0, x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(x**5 + 2*x**4 + 7*x**3 + 4*x**2 + 8*x + 4)] |-----|
936):  (7, 7, 13, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(7*x**14 + 5*x**13 + 9*x**12 + 3*x**11 + 6*x**10 + 4*x**9 + 8*x**8 + 6*x**7 + 7*x**6 + 2*x**5 + 3*x**4 + 6*x**3 + x**2 + 7*x + 2)] |-----|
937):  (5, 3, 11, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(8*x**12 + 5*x**11 + 3*x**10 + 6*x**9 + 4*x**8 + 4*x**7 + 8*x**6 + 7*x**5 + 7*x**4 + 5*x**3 + 2*x**2 + 2*x + 1)] |-----|
938):  (4, 4, 7, 1, 0, -5):  GIVEN_DERIVATION : [0, -5*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(x**8 + 6*x**7 + 7*x**6 + 7*x**5 + 5*x**4 + 7*x**3 + 5*x**2 + 3*x + 3)] |-----|
939):  (2, 1, 9, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(8*x**10 + 4*x**9 + 5*x**8 + 5*x**7 + 3*x**6 + x**5 + 3*x**4 + 8*x**3 + 4*x**2 + 7*x + 5)] |-----|
940):  (6, 12, 12, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(5*x**13 + 5*x**12 + 7*x**11 + 5*x**10 + 7*x**9 + 9*x**8 + 9*x**7 + 3*x**6 + 9*x**5 + 3*x**4 + x**3 + 7*x**2 + 5*x + 2)] |-----|
941):  (7, 2, 6, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(8*x**7 + 4*x**6 + 8*x**5 + 2*x**4 + 4*x**3 + 3*x**2 + 6*x + 7)] |-----|
942):  (10, 12, 10, 1, 0, 1):  GIVEN_DERIVATION : [0, x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(9*x**11 + 4*x**10 + 7*x**9 + 3*x**8 + 5*x**7 + 2*x**6 + 8*x**5 + 2*x**4 + 8*x**3 + 5*x**2 + 2*x + 9)] |-----|
943):  (11, 12, 12, 1, 0, -13):  GIVEN_DERIVATION : [0, -13*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(7*x**13 + 6*x**12 + 5*x**11 + 3*x**10 + 9*x**9 + 2*x**8 + 7*x**7 + 3*x**6 + 5*x**5 + 3*x**4 + 9*x**3 + 5*x**2 + 3*x + 7)] |-----|
944):  (15, 5, 14, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(2*x**15 + 4*x**14 + 8*x**13 + 2*x**12 + 9*x**11 + 9*x**10 + 2*x**9 + 4*x**8 + 7*x**7 + 7*x**6 + 3*x**5 + 2*x**4 + 2*x**3 + 3*x**2 + 4*x + 3)] |-----|
945):  (15, 8, 13, 1, 0, 9):  GIVEN_DERIVATION : [0, 9*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(7*x**14 + 6*x**13 + 7*x**12 + 7*x**11 + x**10 + x**9 + x**8 + 7*x**7 + 5*x**6 + 7*x**5 + 2*x**4 + 4*x**3 + 9*x**2 + 5*x + 7)] |-----|
946):  (14, 5, 7, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(5*x**8 + 8*x**7 + 8*x**6 + 2*x**5 + 2*x**4 + 6*x**3 + 2*x**2 + 5*x + 6)] |-----|
947):  (3, 11, 4, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(4*x**5 + 2*x**4 + 8*x**3 + 8*x**2 + 5*x + 9)] |-----|
948):  (4, 9, 2, 1, 0, 3):  GIVEN_DERIVATION : [0, 3*x**2*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (5, 5) |-----| COMMUTATOR : [0, y*(8*x**3 + 7*x**2 + 4*x + 4)] |-----|
949):  (11, 1, 6, 1, 0, 14):  GIVEN_DERIVATION : [0, 14*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(5*x**7 + 9*x**6 + 2*x**5 + 7*x**4 + 8*x**3 + 5*x**2 + 2*x + 2)] |-----|
950):  (10, 6, 10, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(6*x**11 + 7*x**10 + 7*x**9 + 4*x**8 + 5*x**7 + 6*x**6 + 4*x**5 + 5*x**4 + 9*x**3 + x**2 + 4*x + 8)] |-----|
951):  (12, 2, 12, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(x**13 + x**12 + 3*x**11 + 8*x**10 + 5*x**9 + 6*x**8 + 6*x**7 + 5*x**6 + 4*x**5 + 7*x**4 + 7*x**3 + 7*x**2 + 3*x + 1)] |-----|
952):  (11, 11, 4, 1, 0, 10):  GIVEN_DERIVATION : [0, 10*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(x**5 + 7*x**4 + x**3 + 2*x**2 + 9*x + 3)] |-----|
953):  (12, 2, 9, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x**9*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (12, 12) |-----| COMMUTATOR : [0, y*(5*x**10 + 9*x**9 + x**8 + 2*x**7 + 6*x**6 + 8*x**5 + 4*x**4 + 5*x**3 + 8*x**2 + 5*x + 8)] |-----|
954):  (11, 9, 14, 1, 0, -10):  GIVEN_DERIVATION : [0, -10*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(7*x**15 + 9*x**14 + 2*x**13 + 8*x**12 + 3*x**11 + 8*x**10 + 8*x**9 + 7*x**8 + 9*x**7 + 7*x**6 + 4*x**5 + 2*x**4 + 8*x**3 + 2*x**2 + 2*x + 6)] |-----|
955):  (15, 11, 4, 1, 0, 9):  GIVEN_DERIVATION : [0, 9*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(5*x**5 + 7*x**4 + 9*x**3 + 9*x**2 + x + 7)] |-----|
956):  (8, 2, 5, 1, 0, 4):  GIVEN_DERIVATION : [0, 4*x**5*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (8, 8) |-----| COMMUTATOR : [0, y*(7*x**6 + 8*x**5 + 9*x**4 + 7*x**3 + 5*x**2 + 4*x + 5)] |-----|
957):  (10, 4, 8, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(9*x**9 + 8*x**8 + 9*x**7 + 5*x**6 + 7*x**5 + 5*x**4 + x**3 + 9*x**2 + 5*x + 5)] |-----|
958):  (6, 7, 14, 1, 0, -12):  GIVEN_DERIVATION : [0, -12*x**14*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (17, 17) |-----| COMMUTATOR : [0, y*(2*x**15 + 6*x**14 + 6*x**13 + 4*x**12 + 7*x**11 + 5*x**10 + 8*x**9 + 2*x**8 + 8*x**7 + 9*x**6 + 2*x**5 + 9*x**4 + 5*x**3 + 6*x**2 + 5*x + 6)] |-----|
959):  (10, 5, 6, 1, 0, -15):  GIVEN_DERIVATION : [0, -15*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(8*x**7 + 7*x**6 + 9*x**5 + 9*x**4 + 4*x**3 + 6*x**2 + 2*x + 5)] |-----|
960):  (7, 15, 8, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(5*x**9 + 6*x**8 + 6*x**7 + 3*x**6 + 9*x**5 + 9*x**4 + 7*x**3 + 8*x**2 + 3*x + 3)] |-----|
961):  (3, 11, 10, 1, 0, -8):  GIVEN_DERIVATION : [0, -8*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(8*x**11 + 6*x**10 + 7*x**9 + 7*x**8 + 6*x**7 + 7*x**6 + x**5 + 3*x**4 + 7*x**3 + 4*x**2 + 8*x + 1)] |-----|
962):  (8, 10, 15, 1, 0, -6):  GIVEN_DERIVATION : [0, -6*x**15*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (18, 18) |-----| COMMUTATOR : [0, y*(2*x**16 + 7*x**15 + 4*x**14 + 5*x**13 + 7*x**12 + 9*x**11 + 7*x**10 + x**9 + 4*x**8 + 5*x**7 + 3*x**6 + 6*x**5 + x**4 + 7*x**3 + 7*x**2 + x + 9)] |-----|
963):  (2, 2, 1, 1, 0, 7):  GIVEN_DERIVATION : [0, 7*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(8*x**2 + 5*x + 9)] |-----|
964):  (4, 8, 12, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(8*x**13 + 9*x**12 + 6*x**11 + 7*x**10 + 9*x**9 + x**8 + x**7 + 2*x**6 + 5*x**5 + 3*x**4 + 4*x**3 + 8*x**2 + 5*x + 3)] |-----|
965):  (13, 8, 12, 1, 0, 5):  GIVEN_DERIVATION : [0, 5*x**12*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (15, 15) |-----| COMMUTATOR : [0, y*(3*x**13 + 8*x**12 + 4*x**11 + 5*x**10 + 5*x**9 + 8*x**8 + x**7 + 5*x**6 + 6*x**5 + 4*x**4 + 2*x**3 + x**2 + 9*x + 8)] |-----|
966):  (14, 2, 6, 1, 0, 14):  GIVEN_DERIVATION : [0, 14*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(9*x**7 + 7*x**6 + 7*x**5 + 4*x**4 + 5*x**3 + x**2 + 8*x + 3)] |-----|
967):  (5, 5, 10, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(6*x**11 + x**10 + 7*x**9 + 7*x**8 + 5*x**7 + 3*x**6 + 9*x**5 + 4*x**4 + 6*x**3 + 2*x**2 + 8*x + 2)] |-----|
968):  (1, 14, 10, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(2*x**11 + 3*x**10 + 8*x**9 + x**8 + 4*x**7 + 4*x**6 + 8*x**5 + x**4 + 4*x**3 + 2*x**2 + 5*x + 9)] |-----|
969):  (8, 13, 4, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(4*x**5 + 9*x**4 + x**3 + 6*x**2 + 5*x + 6)] |-----|
970):  (3, 5, 11, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**11*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (14, 14) |-----| COMMUTATOR : [0, y*(4*x**12 + 3*x**11 + 4*x**10 + 7*x**9 + 2*x**8 + 5*x**7 + 4*x**6 + 5*x**5 + 9*x**4 + 9*x**3 + 7*x**2 + 8*x + 1)] |-----|
971):  (3, 13, 4, 1, 0, -11):  GIVEN_DERIVATION : [0, -11*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(5*x**5 + 7*x**4 + x**3 + 9*x**2 + 7*x + 5)] |-----|
972):  (7, 4, 8, 1, 0, -14):  GIVEN_DERIVATION : [0, -14*x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(2*x**9 + 6*x**8 + 2*x**7 + 6*x**6 + 8*x**5 + 8*x**4 + 9*x**3 + x**2 + 6*x + 5)] |-----|
973):  (5, 13, 7, 1, 0, -9):  GIVEN_DERIVATION : [0, -9*x**7*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (10, 10) |-----| COMMUTATOR : [0, y*(4*x**8 + 5*x**7 + 9*x**6 + 8*x**5 + 5*x**4 + 6*x**3 + 9*x**2 + 9*x + 5)] |-----|
974):  (4, 10, 3, 1, 0, 13):  GIVEN_DERIVATION : [0, 13*x**3*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (6, 6) |-----| COMMUTATOR : [0, y*(3*x**4 + 2*x**3 + 6*x**2 + 8*x + 7)] |-----|
975):  (8, 1, 8, 1, 0, 1):  GIVEN_DERIVATION : [0, x**8*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (11, 11) |-----| COMMUTATOR : [0, y*(2*x**9 + x**8 + 5*x**7 + x**6 + x**5 + 4*x**4 + 2*x**3 + 5*x**2 + 6*x + 4)] |-----|
976):  (3, 4, 6, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**6*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (9, 9) |-----| COMMUTATOR : [0, y*(4*x**7 + 3*x**6 + 4*x**5 + 5*x**4 + 6*x**3 + 6*x**2 + 9*x + 5)] |-----|
977):  (12, 8, 1, 1, 0, 12):  GIVEN_DERIVATION : [0, 12*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(6*x**2 + 5*x + 4)] |-----|
978):  (9, 9, 13, 1, 0, -7):  GIVEN_DERIVATION : [0, -7*x**13*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (16, 16) |-----| COMMUTATOR : [0, y*(8*x**14 + 4*x**13 + 2*x**12 + 9*x**11 + 6*x**10 + 8*x**9 + 2*x**8 + 2*x**7 + x**6 + x**5 + x**4 + 6*x**3 + 7*x**2 + 8*x + 1)] |-----|
979):  (15, 8, 10, 1, 0, -3):  GIVEN_DERIVATION : [0, -3*x**10*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (13, 13) |-----| COMMUTATOR : [0, y*(8*x**11 + x**10 + 6*x**9 + x**8 + x**7 + 2*x**6 + 2*x**5 + 3*x**4 + 6*x**3 + 3*x**2 + x + 8)] |-----|
980):  (8, 5, 1, 1, 0, 6):  GIVEN_DERIVATION : [0, 6*x*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (4, 4) |-----| COMMUTATOR : [0, y*(9*x**2 + 2*x + 9)] |-----|
981):  (15, 4, 4, 1, 0, -2):  GIVEN_DERIVATION : [0, -2*x**4*y] |-----| isSolutionCorrect : True |-----| matrixDimension : (7, 7) |-----| COMMUTATOR : [0, y*(9*x**5 + 5*x**4 + 2*x**3 + x**2 + 4*x + 8)] |-----|
